seq_index;scenario_rank;scenario_proba_cond_seq;GeneChoice_V_gene_Undefined_side_prio7_size89;GeneChoice_J_gene_Undefined_side_prio7_size15;GeneChoice_D_gene_Undefined_side_prio6_size3;Deletion_V_gene_Three_prime_prio5_size21;Deletion_D_gene_Five_prime_prio5_size21;Deletion_J_gene_Five_prime_prio5_size23;Deletion_D_gene_Three_prime_prio5_size21;Insertion_VD_genes_Undefined_side_prio4_size31;DinucMarkov_VD_genes_Undefined_side_prio3_size16;Insertion_DJ_gene_Undefined_side_prio2_size31;DinucMarkov_DJ_gene_Undefined_side_prio1_size16;Mismatches
406;7;0.0282679;(29);(1);(0);(5);(7);(10);(13);(5);(3,3,3,3,3);(4);(2,0,0,3);()
406;8;0.027712;(29);(1);(2);(5);(20);(10);(4);(6);(3,3,3,3,3,3);(3);(2,0,0);()
406;9;0.0232073;(29);(1);(0);(5);(5);(10);(15);(3);(3,3,3);(6);(2,0,0,3,3,3);()
406;10;0.0227386;(29);(1);(2);(5);(16);(10);(8);(2);(3,3);(7);(2,0,0,3,3,3,3);()
404;1;0.195554;(29);(7);(0);(8);(7);(8);(7);(0);();(7);(3,1,3,1,3,1,3);()
404;2;0.139396;(29);(7);(0);(9);(8);(8);(7);(2);(0,0);(7);(3,1,3,1,3,1,3);()
404;3;0.112465;(29);(7);(0);(8);(8);(8);(7);(1);(0);(7);(3,1,3,1,3,1,3);()
404;4;0.110354;(29);(7);(0);(9);(7);(8);(7);(1);(0);(7);(3,1,3,1,3,1,3);()
404;5;0.0620676;(29);(7);(0);(10);(7);(8);(7);(2);(3,0);(7);(3,1,3,1,3,1,3);()
404;6;0.0400328;(29);(7);(0);(10);(8);(8);(7);(3);(3,0,0);(7);(3,1,3,1,3,1,3);()
404;7;0.0294555;(29);(7);(0);(8);(7);(9);(7);(0);();(8);(3,3,1,3,1,3,1,3);()
404;8;0.0222403;(29);(7);(0);(8);(9);(8);(7);(2);(0,1);(7);(3,1,3,1,3,1,3);()
404;9;0.0209966;(29);(7);(0);(9);(8);(9);(7);(2);(0,0);(8);(3,3,1,3,1,3,1,3);()
404;10;0.0171369;(29);(7);(0);(8);(7);(8);(8);(0);();(8);(3,1,3,1,3,1,3,2);()
361;1;0.102529;(42);(9);(0);(6);(9);(15);(7);(14);(3,2,3,3,2,2,2,2,2,0,0,1,3,2);(9);(2,0,0,3,3,3,3,2,1);()
361;2;0.101901;(42);(9);(1);(6);(13);(15);(7);(4);(3,2,3,3);(19);(2,0,0,3,3,3,3,2,1,2,2,2,0,2,3,1,0,0,2);()
361;3;0.0553532;(42);(9);(1);(6);(13);(15);(6);(4);(3,2,3,3);(18);(2,0,0,3,3,3,3,2,1,2,2,2,0,2,3,1,0,0);()
361;4;0.0508393;(42);(9);(1);(6);(13);(15);(7);(5);(3,2,3,3,2);(18);(2,0,0,3,3,3,3,2,1,2,2,2,0,2,3,1,0,0);()
361;5;0.0448868;(42);(9);(0);(6);(11);(15);(5);(4);(3,2,3,3);(19);(2,0,0,3,3,3,3,2,1,2,2,2,0,2,3,1,0,0,2);()
361;6;0.0290419;(42);(9);(1);(6);(7);(15);(14);(10);(3,2,3,3,2,2,2,2,2,0);(14);(2,0,0,3,3,3,3,2,1,2,2,2,0,2);()
361;7;0.0273434;(42);(9);(0);(6);(12);(15);(4);(15);(3,2,3,3,2,2,2,2,2,0,0,1,3,2,0);(8);(2,0,0,3,3,3,3,2);()
361;8;0.0271435;(42);(9);(1);(6);(15);(15);(5);(4);(3,2,3,3);(19);(2,0,0,3,3,3,3,2,1,2,2,2,0,2,3,1,0,0,2);()
361;9;0.0246853;(42);(9);(1);(6);(17);(15);(3);(15);(3,2,3,3,2,2,2,2,2,0,0,1,3,2,0);(8);(2,0,0,3,3,3,3,2);()
361;10;0.0223943;(42);(9);(0);(6);(11);(15);(5);(5);(3,2,3,3,2);(18);(2,0,0,3,3,3,3,2,1,2,2,2,0,2,3,1,0,0);()
399;1;0.391193;(29);(7);(1);(5);(7);(6);(3);(4);(3,0,3,1);(8);(1,1,2,3,1,3,2,3);()
399;2;0.162659;(29);(7);(1);(5);(7);(7);(3);(4);(3,0,3,1);(9);(1,1,1,2,3,1,3,2,3);()
399;3;0.0816656;(29);(7);(1);(5);(8);(6);(3);(5);(3,0,3,1,0);(8);(1,1,2,3,1,3,2,3);()
399;4;0.0502021;(29);(7);(1);(6);(7);(6);(3);(5);(2,3,0,3,1);(8);(1,1,2,3,1,3,2,3);()
399;5;0.0500748;(29);(7);(1);(5);(7);(8);(3);(4);(3,0,3,1);(10);(1,1,1,1,2,3,1,3,2,3);()
399;6;0.0339567;(29);(7);(1);(5);(8);(7);(3);(5);(3,0,3,1,0);(9);(1,1,1,2,3,1,3,2,3);()
399;7;0.025519;(29);(7);(1);(7);(7);(6);(3);(6);(0,2,3,0,3,1);(8);(1,1,2,3,1,3,2,3);()
399;8;0.0208741;(29);(7);(1);(6);(7);(7);(3);(5);(2,3,0,3,1);(9);(1,1,1,2,3,1,3,2,3);()
399;9;0.0154042;(29);(7);(1);(5);(7);(6);(5);(4);(3,0,3,1);(10);(1,1,2,3,1,3,2,3,1,2);()
399;10;0.0124246;(29);(7);(1);(6);(8);(6);(3);(6);(2,3,0,3,1,0);(8);(1,1,2,3,1,3,2,3);()
403;1;0.0548626;(49);(6);(2);(9);(12);(10);(8);(6);(2,2,2,0,1,3);(3);(3,3,1);()
403;2;0.0437992;(49);(6);(2);(9);(12);(11);(8);(6);(2,2,2,0,1,3);(4);(3,3,3,1);()
403;3;0.0339524;(49);(6);(2);(9);(17);(10);(3);(7);(2,2,2,0,1,3,1);(2);(3,3);()
403;4;0.0279345;(49);(6);(0);(9);(12);(10);(4);(7);(2,2,2,0,1,3,1);(2);(3,3);()
403;5;0.0251491;(49);(6);(2);(9);(17);(11);(3);(7);(2,2,2,0,1,3,1);(3);(3,3,3);()
403;6;0.0229236;(49);(6);(0);(9);(5);(10);(11);(1);(2);(8);(3,3,1,2,2,2,1,3);()
403;7;0.0211388;(49);(6);(0);(9);(4);(10);(11);(0);();(8);(3,3,1,2,2,2,1,3);()
403;8;0.0206915;(49);(6);(0);(9);(12);(11);(4);(7);(2,2,2,0,1,3,1);(3);(3,3,3);()
403;9;0.0202091;(49);(6);(2);(9);(4);(10);(15);(0);();(8);(3,3,1,2,2,2,1,3);()
403;10;0.0182021;(49);(6);(2);(9);(13);(10);(8);(7);(2,2,2,0,1,3,1);(3);(3,3,1);()
412;1;0.398451;(29);(14);(0);(9);(8);(9);(8);(3);(3,1,2);(6);(2,0,3,0,3,0);()
412;2;0.155617;(29);(14);(0);(9);(8);(9);(9);(3);(3,1,2);(7);(2,0,3,0,3,0,2);()
412;3;0.127421;(29);(14);(0);(10);(8);(9);(8);(4);(3,3,1,2);(6);(2,0,3,0,3,0);()
412;4;0.0510417;(29);(14);(0);(9);(8);(10);(8);(3);(3,1,2);(7);(0,2,0,3,0,3,0);()
412;5;0.0497648;(29);(14);(0);(10);(8);(9);(9);(4);(3,3,1,2);(7);(2,0,3,0,3,0,2);()
412;6;0.0352377;(29);(14);(0);(9);(9);(9);(8);(4);(3,1,2,1);(6);(2,0,3,0,3,0);()
412;7;0.0270802;(29);(14);(2);(9);(16);(9);(5);(4);(3,1,2,1);(6);(2,0,3,0,3,0);()
412;8;0.0198225;(29);(14);(0);(9);(8);(10);(9);(3);(3,1,2);(8);(0,2,0,3,0,3,0,2);()
412;9;0.0163226;(29);(14);(0);(10);(8);(10);(8);(4);(3,3,1,2);(7);(0,2,0,3,0,3,0);()
412;10;0.00854456;(29);(14);(2);(9);(14);(9);(7);(5);(3,1,2,1,0);(5);(2,0,3,0,3);()
411;1;0.361772;(30);(1);(0);(11);(6);(10);(9);(2);(1,3);(7);(2,2,2,0,1,0,0);()
411;2;0.0893069;(30);(1);(0);(11);(7);(10);(7);(8);(1,3,2,0,1,0,2,0);(0);();()
411;3;0.07609;(30);(1);(0);(12);(6);(10);(9);(3);(0,1,3);(7);(2,2,2,0,1,0,0);()
411;4;0.0539954;(30);(1);(0);(11);(6);(11);(9);(2);(1,3);(8);(0,2,2,2,0,1,0,0);()
411;5;0.0476293;(30);(1);(0);(11);(8);(10);(7);(9);(1,3,2,0,1,0,2,0,0);(0);();()
411;6;0.0355006;(30);(1);(0);(11);(6);(10);(10);(2);(1,3);(8);(2,2,2,0,1,0,0,2);()
411;7;0.0350016;(30);(1);(0);(11);(7);(10);(9);(3);(1,3,2);(7);(2,2,2,0,1,0,0);()
411;8;0.0285467;(30);(1);(0);(11);(8);(10);(9);(4);(1,3,2,0);(7);(2,2,2,0,1,0,0);()
411;9;0.0206514;(30);(1);(0);(11);(7);(11);(7);(8);(1,3,2,0,1,0,2,0);(1);(0);()
411;10;0.0158219;(30);(1);(0);(11);(7);(10);(8);(8);(1,3,2,0,1,0,2,0);(1);(2);()
414;1;0.128602;(14);(1);(0);(9);(7);(7);(7);(2);(3,1);(2);(3,3);()
414;2;0.105835;(14);(1);(0);(8);(7);(7);(7);(1);(1);(2);(3,3);()
414;3;0.0970021;(14);(1);(0);(9);(7);(8);(7);(2);(3,1);(3);(0,3,3);()
414;4;0.0798295;(14);(1);(0);(8);(7);(8);(7);(1);(1);(3);(0,3,3);()
414;5;0.0734196;(14);(1);(0);(8);(8);(7);(7);(2);(1,0);(2);(3,3);()
414;6;0.0553789;(14);(1);(0);(8);(8);(8);(7);(2);(1,0);(3);(0,3,3);()
414;7;0.0455531;(14);(1);(0);(9);(8);(7);(7);(3);(3,1,0);(2);(3,3);()
414;8;0.040732;(14);(1);(0);(10);(7);(7);(7);(3);(3,3,1);(2);(3,3);()
414;9;0.0343598;(14);(1);(0);(9);(8);(8);(7);(3);(3,1,0);(3);(0,3,3);()
414;10;0.0307233;(14);(1);(0);(10);(7);(8);(7);(3);(3,3,1);(3);(0,3,3);()
405;1;0.296433;(25);(0);(0);(6);(5);(7);(7);(13);(0,1,1,1,1,1,3,0,3,1,1,0,3);(0);();()
405;2;0.100567;(25);(0);(0);(6);(5);(8);(7);(13);(0,1,1,1,1,1,3,0,3,1,1,0,3);(1);(0);()
405;3;0.0953576;(25);(0);(0);(6);(5);(7);(9);(13);(0,1,1,1,1,1,3,0,3,1,1,0,3);(2);(2,2);()
405;4;0.0648801;(25);(0);(0);(6);(5);(7);(8);(13);(0,1,1,1,1,1,3,0,3,1,1,0,3);(1);(2);()
405;5;0.0588962;(25);(0);(0);(7);(5);(7);(7);(14);(0,0,1,1,1,1,1,3,0,3,1,1,0,3);(0);();()
405;6;0.0446497;(25);(0);(0);(6);(6);(7);(7);(14);(0,1,1,1,1,1,3,0,3,1,1,0,3,2);(0);();()
405;7;0.0317505;(25);(0);(0);(6);(5);(8);(8);(13);(0,1,1,1,1,1,3,0,3,1,1,0,3);(2);(0,2);()
405;8;0.0291608;(25);(0);(0);(6);(5);(8);(9);(13);(0,1,1,1,1,1,3,0,3,1,1,0,3);(3);(0,2,2);()
405;9;0.0268173;(25);(0);(0);(6);(5);(9);(7);(13);(0,1,1,1,1,1,3,0,3,1,1,0,3);(2);(1,0);()
405;10;0.019981;(25);(0);(0);(7);(5);(8);(7);(14);(0,0,1,1,1,1,1,3,0,3,1,1,0,3);(1);(0);()
408;1;0.199355;(26);(1);(2);(7);(13);(6);(7);(4);(1,2,3,0);(4);(0,3,0,3);()
408;2;0.136;(26);(1);(0);(7);(9);(6);(7);(3);(1,2,3);(5);(0,3,0,3,0);()
408;3;0.0949521;(26);(1);(2);(7);(16);(6);(4);(3);(1,2,3);(5);(0,3,0,3,0);()
408;4;0.0327573;(26);(1);(2);(7);(13);(7);(7);(4);(1,2,3,0);(5);(0,0,3,0,3);()
408;5;0.0267602;(26);(1);(2);(7);(13);(6);(8);(4);(1,2,3,0);(5);(0,3,0,3,0);()
408;6;0.0238672;(26);(1);(0);(7);(9);(7);(7);(3);(1,2,3);(6);(0,0,3,0,3,0);()
408;7;0.0235958;(26);(1);(2);(7);(16);(6);(5);(3);(1,2,3);(6);(0,3,0,3,0,2);()
408;8;0.0182073;(26);(1);(0);(7);(9);(6);(8);(3);(1,2,3);(6);(0,3,0,3,0,2);()
408;9;0.0177102;(26);(1);(2);(7);(13);(8);(7);(4);(1,2,3,0);(6);(0,0,0,3,0,3);()
408;10;0.0175806;(26);(1);(0);(8);(9);(6);(7);(4);(3,1,2,3);(5);(0,3,0,3,0);()
394;1;0.241901;(30);(3);(1);(13);(11);(11);(6);(11);(2,2,0,1,0,1,0,1,0,0,3);(13);(2,1,2,1,0,2,0,2,3,2,2,2,0);()
394;2;0.113858;(30);(3);(2);(13);(13);(11);(4);(15);(2,2,0,1,0,1,0,1,0,0,3,2,1,2,2);(9);(2,1,2,1,0,2,0,2,3);()
394;3;0.0846107;(30);(3);(1);(14);(11);(11);(6);(12);(2,2,2,0,1,0,1,0,1,0,0,3);(13);(2,1,2,1,0,2,0,2,3,2,2,2,0);()
394;4;0.0498799;(30);(3);(2);(14);(13);(11);(4);(16);(2,2,2,0,1,0,1,0,1,0,0,3,2,1,2,2);(9);(2,1,2,1,0,2,0,2,3);()
394;5;0.0387048;(30);(3);(1);(13);(11);(12);(6);(11);(2,2,0,1,0,1,0,1,0,0,3);(14);(3,2,1,2,1,0,2,0,2,3,2,2,2,0);()
394;6;0.0226706;(30);(3);(0);(14);(4);(11);(10);(0);();(26);(2,1,2,1,0,2,0,2,3,2,2,2,0,2,2,2,2,2,1,2,3,0,0,1,0,1);()
394;7;0.0223151;(30);(3);(2);(13);(13);(12);(4);(15);(2,2,0,1,0,1,0,1,0,0,3,2,1,2,2);(10);(3,2,1,2,1,0,2,0,2,3);()
394;8;0.0217106;(30);(3);(1);(13);(11);(11);(7);(11);(2,2,0,1,0,1,0,1,0,0,3);(14);(2,1,2,1,0,2,0,2,3,2,2,2,0,2);()
394;9;0.020166;(30);(3);(2);(13);(14);(11);(4);(16);(2,2,0,1,0,1,0,1,0,0,3,2,1,2,2,2);(9);(2,1,2,1,0,2,0,2,3);()
394;10;0.0148088;(30);(3);(2);(13);(11);(11);(8);(11);(2,2,0,1,0,1,0,1,0,0,3);(15);(2,1,2,1,0,2,0,2,3,2,2,2,0,2,2);()
416;1;0.168459;(55);(11);(0);(6);(2);(9);(9);(2);(0,3);(4);(2,3,3,2);(227)
416;2;0.128528;(55);(11);(0);(6);(2);(9);(8);(2);(0,3);(3);(2,3,3);(227)
416;3;0.0756566;(55);(11);(0);(7);(2);(9);(9);(3);(3,0,3);(4);(2,3,3,2);(227)
416;4;0.0586511;(55);(11);(0);(6);(4);(9);(9);(4);(0,3,1,1);(4);(2,3,3,2);(227)
416;5;0.0577233;(55);(11);(0);(7);(2);(9);(8);(3);(3,0,3);(3);(2,3,3);(227)
416;6;0.0575942;(55);(11);(0);(6);(4);(9);(8);(4);(0,3,1,1);(3);(2,3,3);(227)
416;7;0.0431699;(55);(11);(0);(8);(2);(9);(9);(4);(3,3,0,3);(4);(2,3,3,2);(227)
416;8;0.0403523;(55);(11);(0);(6);(2);(9);(10);(2);(0,3);(5);(2,3,3,2,2);(227)
416;9;0.0329371;(55);(11);(0);(8);(2);(9);(8);(4);(3,3,0,3);(3);(2,3,3);(227)
416;10;0.0241183;(55);(11);(0);(6);(3);(9);(8);(3);(0,3,1);(3);(2,3,3);(227)
417;1;0.296275;(78);(4);(0);(9);(4);(9);(7);(5);(1,1,1,1,0);(0);();()
417;2;0.101595;(78);(4);(0);(9);(5);(9);(7);(6);(1,1,1,1,0,2);(0);();()
417;3;0.0840663;(78);(4);(0);(9);(4);(9);(9);(5);(1,1,1,1,0);(2);(2,2);()
417;4;0.0621717;(78);(4);(0);(9);(4);(10);(7);(5);(1,1,1,1,0);(1);(0);()
417;5;0.0503437;(78);(4);(0);(9);(6);(9);(7);(7);(1,1,1,1,0,2,2);(0);();()
417;6;0.0359367;(78);(4);(0);(9);(4);(11);(7);(5);(1,1,1,1,0);(2);(3,0);()
417;7;0.0349242;(78);(4);(0);(9);(4);(9);(8);(5);(1,1,1,1,0);(1);(2);()
417;8;0.0326815;(78);(4);(0);(9);(5);(9);(9);(6);(1,1,1,1,0,2);(2);(2,2);()
417;9;0.0268729;(78);(4);(0);(9);(4);(9);(10);(5);(1,1,1,1,0);(3);(2,2,2);()
417;10;0.0222361;(78);(4);(0);(9);(5);(9);(8);(6);(1,1,1,1,0,2);(1);(2);()
402;1;0.755144;(49);(9);(1);(11);(10);(6);(7);(11);(2,2,2,2,1,1,2,2,1,0,2);(12);(0,3,2,3,2,3,0,1,2,2,3,1);()
402;2;0.0681531;(49);(9);(1);(11);(11);(6);(7);(12);(2,2,2,2,1,1,2,2,1,0,2,0);(12);(0,3,2,3,2,3,0,1,2,2,3,1);()
402;3;0.0434408;(49);(9);(1);(11);(12);(6);(7);(13);(2,2,2,2,1,1,2,2,1,0,2,0,2);(12);(0,3,2,3,2,3,0,1,2,2,3,1);()
402;4;0.0323165;(49);(9);(1);(11);(10);(7);(7);(11);(2,2,2,2,1,1,2,2,1,0,2);(13);(1,0,3,2,3,2,3,0,1,2,2,3,1);()
402;5;0.0154681;(49);(9);(1);(12);(10);(6);(7);(12);(1,2,2,2,2,1,1,2,2,1,0,2);(12);(0,3,2,3,2,3,0,1,2,2,3,1);()
402;6;0.0101743;(49);(9);(1);(13);(10);(6);(7);(13);(2,1,2,2,2,2,1,1,2,2,1,0,2);(12);(0,3,2,3,2,3,0,1,2,2,3,1);()
402;7;0.00999263;(49);(9);(1);(11);(10);(8);(7);(11);(2,2,2,2,1,1,2,2,1,0,2);(14);(0,1,0,3,2,3,2,3,0,1,2,2,3,1);()
402;8;0.00933329;(49);(9);(1);(11);(10);(6);(9);(11);(2,2,2,2,1,1,2,2,1,0,2);(14);(0,3,2,3,2,3,0,1,2,2,3,1,2,2);()
402;9;0.00471746;(49);(9);(0);(11);(11);(6);(4);(14);(2,2,2,2,1,1,2,2,1,0,2,0,2,1);(11);(0,3,2,3,2,3,0,1,2,2,3);()
402;10;0.00291663;(49);(9);(1);(11);(11);(7);(7);(12);(2,2,2,2,1,1,2,2,1,0,2,0);(13);(1,0,3,2,3,2,3,0,1,2,2,3,1);()
422;1;0.164577;(46);(5);(2);(10);(16);(13);(6);(1);(0);(5);(1,1,0,0,0);()
422;2;0.061585;(46);(5);(0);(10);(13);(13);(6);(2);(0,0);(5);(1,1,0,0,0);()
422;3;0.05381;(46);(5);(2);(10);(17);(13);(6);(2);(0,0);(5);(1,1,0,0,0);()
422;4;0.0505469;(46);(5);(2);(10);(16);(14);(6);(1);(0);(6);(3,1,1,0,0,0);()
422;5;0.0452722;(46);(5);(2);(11);(16);(13);(6);(2);(2,0);(5);(1,1,0,0,0);()
422;6;0.038524;(46);(5);(2);(10);(19);(13);(5);(4);(0,0,2,0);(4);(1,1,0,0);()
422;7;0.0373187;(46);(5);(0);(10);(15);(13);(5);(4);(0,0,2,0);(4);(1,1,0,0);()
422;8;0.033248;(46);(5);(2);(10);(16);(13);(7);(1);(0);(6);(1,1,0,0,0,2);()
422;9;0.0257424;(46);(5);(0);(10);(14);(13);(6);(3);(0,0,2);(5);(1,1,0,0,0);()
422;10;0.0255122;(46);(5);(2);(10);(18);(13);(6);(3);(0,0,2);(5);(1,1,0,0,0);()
420;1;0.156015;(29);(7);(1);(6);(3);(9);(6);(3);(3,2,0);(1);(1);()
420;2;0.129408;(29);(7);(1);(7);(3);(9);(6);(4);(0,3,2,0);(1);(1);()
420;3;0.096064;(29);(7);(1);(6);(4);(9);(6);(4);(3,2,0,1);(1);(1);()
420;4;0.0574525;(29);(7);(1);(6);(4);(9);(7);(4);(3,2,0,1);(2);(1,2);()
420;5;0.0544187;(29);(7);(1);(6);(3);(10);(6);(3);(3,2,0);(2);(0,1);()
420;6;0.0451381;(29);(7);(1);(7);(3);(10);(6);(4);(0,3,2,0);(2);(0,1);()
420;7;0.0411899;(29);(7);(1);(7);(4);(9);(6);(5);(0,3,2,0,1);(1);(1);()
420;8;0.0364938;(29);(7);(1);(6);(5);(9);(6);(5);(3,2,0,1,2);(1);(1);()
420;9;0.0335076;(29);(7);(1);(6);(4);(10);(6);(4);(3,2,0,1);(2);(0,1);()
420;10;0.0246342;(29);(7);(1);(7);(4);(9);(7);(5);(0,3,2,0,1);(2);(1,2);()
157;1;0.0731124;(60);(14);(0);(3);(6);(2);(6);(8);(2,1,0,1,0,3,1,3);(8);(1,1,1,2,2,2,0,3);()
157;2;0.0711407;(60);(14);(0);(4);(6);(2);(6);(9);(2,2,1,0,1,0,3,1,3);(8);(1,1,1,2,2,2,0,3);()
157;3;0.0703488;(59);(14);(0);(3);(6);(2);(6);(8);(2,1,0,1,0,3,1,3);(8);(1,1,1,2,2,2,0,3);()
157;4;0.0683166;(60);(14);(0);(3);(6);(2);(7);(8);(2,1,0,1,0,3,1,3);(9);(1,1,1,2,2,2,0,3,2);()
157;5;0.0683063;(59);(14);(0);(4);(6);(2);(6);(9);(2,2,1,0,1,0,3,1,3);(8);(1,1,1,2,2,2,0,3);()
157;6;0.0664743;(60);(14);(0);(4);(6);(2);(7);(9);(2,2,1,0,1,0,3,1,3);(9);(1,1,1,2,2,2,0,3,2);()
157;7;0.0657343;(59);(14);(0);(3);(6);(2);(7);(8);(2,1,0,1,0,3,1,3);(9);(1,1,1,2,2,2,0,3,2);()
157;8;0.0638258;(59);(14);(0);(4);(6);(2);(7);(9);(2,2,1,0,1,0,3,1,3);(9);(1,1,1,2,2,2,0,3,2);()
157;9;0.0269018;(60);(14);(0);(3);(7);(2);(6);(9);(2,1,0,1,0,3,1,3,2);(8);(1,1,1,2,2,2,0,3);()
157;10;0.0258849;(59);(14);(0);(3);(7);(2);(6);(9);(2,1,0,1,0,3,1,3,2);(8);(1,1,1,2,2,2,0,3);()
418;1;0.0612316;(30);(7);(2);(5);(12);(13);(9);(4);(3,2,2,2);(6);(1,1,1,3,2,0);()
418;2;0.0504197;(30);(7);(2);(5);(14);(13);(6);(5);(3,2,2,2,1);(4);(1,1,1,3);()
418;3;0.047369;(30);(7);(0);(5);(12);(13);(4);(1);(3);(8);(1,1,1,3,2,0,2,2);()
418;4;0.0454756;(30);(7);(2);(5);(17);(13);(3);(1);(3);(8);(1,1,1,3,2,0,2,2);()
418;5;0.0360052;(30);(7);(2);(5);(11);(13);(9);(3);(3,2,2);(6);(1,1,1,3,2,0);()
418;6;0.0338907;(30);(7);(1);(5);(11);(13);(9);(3);(3,2,2);(6);(1,1,1,3,2,0);()
418;7;0.0258036;(30);(7);(2);(5);(14);(13);(7);(5);(3,2,2,2,1);(5);(1,1,1,3,2);()
418;8;0.0235696;(30);(7);(0);(6);(12);(13);(4);(2);(3,3);(8);(1,1,1,3,2,0,2,2);()
418;9;0.0226276;(30);(7);(2);(6);(17);(13);(3);(2);(3,3);(8);(1,1,1,3,2,0,2,2);()
418;10;0.0207156;(30);(7);(2);(5);(15);(13);(6);(6);(3,2,2,2,1,2);(4);(1,1,1,3);()
419;1;0.282323;(8);(7);(0);(8);(7);(7);(7);(5);(1,2,0,3,0);(3);(0,3,1);()
419;2;0.129875;(8);(7);(0);(8);(7);(8);(7);(5);(1,2,0,3,0);(4);(1,0,3,1);()
419;3;0.124263;(8);(7);(0);(8);(8);(7);(7);(6);(1,2,0,3,0,0);(3);(0,3,1);()
419;4;0.0938256;(8);(7);(0);(9);(7);(7);(7);(6);(3,1,2,0,3,0);(3);(0,3,1);()
419;5;0.0571642;(8);(7);(0);(8);(8);(8);(7);(6);(1,2,0,3,0,0);(4);(1,0,3,1);()
419;6;0.0483531;(8);(7);(0);(9);(8);(7);(7);(7);(3,1,2,0,3,0,0);(3);(0,3,1);()
419;7;0.0431621;(8);(7);(0);(9);(7);(8);(7);(6);(3,1,2,0,3,0);(4);(1,0,3,1);()
419;8;0.0294692;(8);(7);(0);(8);(7);(7);(8);(5);(1,2,0,3,0);(4);(0,3,1,2);()
419;9;0.0222436;(8);(7);(0);(9);(8);(8);(7);(7);(3,1,2,0,3,0,0);(4);(1,0,3,1);()
419;10;0.0183351;(8);(7);(0);(8);(7);(9);(7);(5);(1,2,0,3,0);(5);(3,1,0,3,1);()
426;1;0.169259;(29);(7);(1);(8);(6);(4);(6);(7);(1,1,1,1,1,3,1);(2);(0,2);()
426;2;0.16054;(29);(7);(1);(8);(6);(4);(5);(7);(1,1,1,1,1,3,1);(1);(0);()
426;3;0.0798233;(29);(7);(1);(8);(6);(4);(7);(7);(1,1,1,1,1,3,1);(3);(0,2,2);()
426;4;0.0666183;(29);(7);(1);(9);(6);(4);(6);(8);(0,1,1,1,1,1,3,1);(2);(0,2);()
426;5;0.0631868;(29);(7);(1);(9);(6);(4);(5);(8);(0,1,1,1,1,1,3,1);(1);(0);()
426;6;0.0466259;(29);(7);(1);(8);(6);(5);(5);(7);(1,1,1,1,1,3,1);(2);(1,0);()
426;7;0.0314175;(29);(7);(1);(9);(6);(4);(7);(8);(0,1,1,1,1,1,3,1);(3);(0,2,2);()
426;8;0.0307185;(29);(7);(1);(8);(6);(5);(6);(7);(1,1,1,1,1,3,1);(3);(1,0,2);()
426;9;0.021846;(29);(7);(1);(8);(6);(4);(8);(7);(1,1,1,1,1,3,1);(4);(0,2,2,2);()
426;10;0.0183514;(29);(7);(1);(9);(6);(5);(5);(8);(0,1,1,1,1,1,3,1);(2);(1,0);()
410;1;0.109086;(70);(12);(0);(7);(4);(0);(10);(6);(3,3,3,2,2,2);(0);();()
410;2;0.0895273;(70);(12);(0);(7);(4);(4);(10);(6);(3,3,3,2,2,2);(4);(2,0,2,0);()
410;3;0.0504526;(70);(12);(0);(7);(4);(2);(10);(6);(3,3,3,2,2,2);(2);(2,0);()
410;4;0.0470719;(70);(12);(0);(8);(4);(0);(10);(7);(3,3,3,3,2,2,2);(0);();()
410;5;0.038632;(70);(12);(0);(8);(4);(4);(10);(7);(3,3,3,3,2,2,2);(4);(2,0,2,0);()
410;6;0.0242817;(70);(12);(0);(7);(11);(0);(5);(3);(3,3,3);(5);(0,1,0,2,2);()
410;7;0.0239372;(70);(12);(0);(7);(5);(0);(10);(7);(3,3,3,2,2,2,2);(0);();()
410;8;0.0217708;(70);(12);(0);(8);(4);(2);(10);(7);(3,3,3,3,2,2,2);(2);(2,0);()
410;9;0.0196453;(70);(12);(0);(7);(5);(4);(10);(7);(3,3,3,2,2,2,2);(4);(2,0,2,0);()
410;10;0.0188492;(70);(12);(0);(7);(11);(0);(5);(4);(3,3,3,2);(4);(0,1,0,2);()
398;1;0.499426;(44);(9);(1);(2);(9);(6);(7);(13);(0,2,2,2,2,0,2,2,2,2,0,2,3);(3);(0,1,0);()
398;2;0.153016;(44);(9);(1);(2);(9);(6);(8);(13);(0,2,2,2,2,0,2,2,2,2,0,2,3);(4);(0,1,0,2);()
398;3;0.0962222;(44);(9);(1);(2);(10);(6);(7);(14);(0,2,2,2,2,0,2,2,2,2,0,2,3,3);(3);(0,1,0);()
398;4;0.0497651;(44);(9);(1);(3);(9);(6);(7);(14);(1,0,2,2,2,2,0,2,2,2,2,0,2,3);(3);(0,1,0);()
398;5;0.0368806;(44);(9);(1);(2);(9);(7);(7);(13);(0,2,2,2,2,0,2,2,2,2,0,2,3);(4);(1,0,1,0);()
398;6;0.0312309;(44);(9);(1);(2);(9);(6);(9);(13);(0,2,2,2,2,0,2,2,2,2,0,2,3);(5);(0,1,0,2,2);()
398;7;0.0152472;(44);(9);(1);(3);(9);(6);(8);(14);(1,0,2,2,2,2,0,2,2,2,2,0,2,3);(4);(0,1,0,2);()
398;8;0.0129976;(44);(9);(1);(2);(9);(8);(7);(13);(0,2,2,2,2,0,2,2,2,2,0,2,3);(5);(0,1,0,1,0);()
