seq_index;scenario_rank;scenario_proba_cond_seq;GeneChoice_V_gene_Undefined_side_prio7_size89;GeneChoice_J_gene_Undefined_side_prio7_size15;GeneChoice_D_gene_Undefined_side_prio6_size3;Deletion_V_gene_Three_prime_prio5_size21;Deletion_D_gene_Five_prime_prio5_size21;Deletion_J_gene_Five_prime_prio5_size23;Deletion_D_gene_Three_prime_prio5_size21;Insertion_VD_genes_Undefined_side_prio4_size31;DinucMarkov_VD_genes_Undefined_side_prio3_size16;Insertion_DJ_gene_Undefined_side_prio2_size31;DinucMarkov_DJ_gene_Undefined_side_prio1_size16;Mismatches
998;1;0.783497;(77);(4);(0);(9);(6);(19);(9);(4);(1,1,2,3);(7);(2,2,2,2,0,2,0);()
998;2;0.0768844;(77);(4);(0);(9);(6);(19);(10);(4);(1,1,2,3);(8);(2,2,2,2,0,2,0,2);()
998;3;0.0436339;(77);(4);(0);(9);(7);(19);(9);(5);(1,1,2,3,2);(7);(2,2,2,2,0,2,0);()
998;4;0.0235172;(77);(4);(0);(10);(6);(19);(9);(5);(1,1,1,2,3);(7);(2,2,2,2,0,2,0);()
998;5;0.0218091;(77);(4);(0);(9);(8);(19);(9);(6);(1,1,2,3,2,0);(7);(2,2,2,2,0,2,0);()
998;6;0.0136996;(77);(4);(0);(9);(6);(19);(11);(4);(1,1,2,3);(9);(2,2,2,2,0,2,0,2,0);()
998;7;0.00509515;(77);(4);(0);(9);(7);(19);(10);(5);(1,1,2,3,2);(8);(2,2,2,2,0,2,0,2);()
998;8;0.00440395;(77);(4);(0);(11);(6);(19);(9);(6);(2,1,1,1,2,3);(7);(2,2,2,2,0,2,0);()
998;9;0.00298831;(77);(4);(0);(9);(9);(19);(6);(11);(1,1,2,3,2,0,1,0,2,0,2);(0);();()
998;10;0.00277271;(77);(4);(0);(9);(6);(19);(7);(4);(1,1,2,3);(5);(2,2,2,2,0);(294)
997;1;0.0865536;(40);(8);(0);(13);(8);(9);(7);(0);();(0);();()
997;2;0.0414414;(40);(8);(0);(10);(5);(11);(11);(0);();(0);();()
997;3;0.0218584;(40);(8);(0);(11);(12);(9);(5);(0);();(0);();()
997;4;0.0199373;(40);(8);(0);(13);(8);(10);(7);(0);();(1);(0);()
997;5;0.0194663;(40);(8);(0);(14);(8);(9);(7);(1);(2);(0);();()
997;6;0.0167571;(40);(8);(0);(13);(8);(9);(9);(0);();(2);(2,2);()
997;7;0.0166197;(40);(8);(0);(11);(11);(9);(6);(0);();(0);();()
997;8;0.0159484;(40);(8);(0);(11);(10);(9);(7);(0);();(0);();()
997;9;0.0158248;(40);(8);(0);(13);(8);(9);(8);(0);();(1);(2);()
997;10;0.0157651;(40);(8);(0);(13);(8);(11);(7);(0);();(2);(1,0);()
996;1;0.205181;(29);(9);(1);(5);(7);(10);(6);(9);(2,2,0,2,0,1,2,3,3);(2);(2,2);()
996;2;0.117326;(29);(9);(1);(5);(7);(10);(5);(9);(2,2,0,2,0,1,2,3,3);(1);(2);()
996;3;0.104667;(29);(9);(1);(5);(7);(10);(7);(9);(2,2,0,2,0,1,2,3,3);(3);(2,2,2);()
996;4;0.0870758;(29);(9);(1);(5);(8);(10);(6);(10);(2,2,0,2,0,1,2,3,3,0);(2);(2,2);()
996;5;0.056031;(29);(9);(1);(5);(8);(10);(5);(10);(2,2,0,2,0,1,2,3,3,0);(1);(2);()
996;6;0.0288946;(29);(9);(1);(5);(7);(11);(6);(9);(2,2,0,2,0,1,2,3,3);(3);(2,2,2);()
996;7;0.02775;(29);(9);(1);(5);(8);(10);(7);(10);(2,2,0,2,0,1,2,3,3,0);(3);(2,2,2);()
996;8;0.0275733;(29);(9);(1);(6);(7);(10);(6);(10);(2,2,2,0,2,0,1,2,3,3);(2);(2,2);()
996;9;0.0264403;(29);(9);(1);(5);(7);(11);(5);(9);(2,2,0,2,0,1,2,3,3);(2);(2,2);()
996;10;0.0205877;(29);(9);(1);(5);(7);(10);(8);(9);(2,2,0,2,0,1,2,3,3);(4);(2,2,2,2);()
999;1;0.319569;(27);(0);(2);(7);(6);(5);(15);(7);(2,3,1,3,3,3,0);(6);(0,3,1,3,3,2);()
999;2;0.265235;(27);(0);(0);(7);(6);(5);(11);(7);(2,3,1,3,3,3,0);(6);(0,3,1,3,3,2);()
999;3;0.0413552;(27);(0);(2);(7);(9);(5);(12);(5);(2,3,1,3,3);(8);(0,3,1,3,3,2,1,0);()
999;4;0.0361336;(27);(0);(2);(8);(6);(5);(15);(8);(0,2,3,1,3,3,3,0);(6);(0,3,1,3,3,2);()
999;5;0.02999;(27);(0);(0);(8);(6);(5);(11);(8);(0,2,3,1,3,3,3,0);(6);(0,3,1,3,3,2);()
999;6;0.0253217;(27);(0);(2);(7);(6);(6);(15);(7);(2,3,1,3,3,3,0);(7);(2,0,3,1,3,3,2);()
999;7;0.0212939;(27);(0);(2);(7);(6);(5);(16);(7);(2,3,1,3,3,3,0);(7);(0,3,1,3,3,2,1);()
999;8;0.0210164;(27);(0);(0);(7);(6);(6);(11);(7);(2,3,1,3,3,3,0);(7);(2,0,3,1,3,3,2);()
999;9;0.0193682;(27);(0);(2);(7);(10);(5);(12);(6);(2,3,1,3,3,3);(8);(0,3,1,3,3,2,1,0);()
999;10;0.0170897;(27);(0);(2);(7);(9);(5);(13);(5);(2,3,1,3,3);(9);(0,3,1,3,3,2,1,0,2);()
995;1;0.17374;(77);(7);(1);(7);(9);(5);(10);(0);();(0);();()
995;2;0.0722583;(77);(7);(1);(9);(9);(5);(10);(2);(3,3);(0);();()
995;3;0.0712554;(77);(7);(1);(7);(9);(7);(10);(0);();(2);(1,3);()
995;4;0.067187;(77);(7);(1);(7);(9);(6);(10);(0);();(1);(3);()
995;5;0.0579997;(77);(7);(1);(8);(9);(5);(10);(1);(3);(0);();()
995;6;0.0304131;(77);(7);(1);(7);(9);(8);(10);(0);();(3);(1,1,3);()
995;7;0.0296351;(77);(7);(1);(9);(9);(7);(10);(2);(3,3);(2);(1,3);()
995;8;0.027943;(77);(7);(1);(9);(9);(6);(10);(2);(3,3);(1);(3);()
995;9;0.0237873;(77);(7);(1);(8);(9);(7);(10);(1);(3);(2);(1,3);()
995;10;0.0224291;(77);(7);(1);(8);(9);(6);(10);(1);(3);(1);(3);()
994;1;0.262799;(25);(9);(1);(7);(7);(8);(14);(10);(1,1,3,1,3,1,1,1,1,0);(2);(3,0);()
994;2;0.0955342;(25);(9);(1);(7);(8);(8);(13);(11);(1,1,3,1,3,1,1,1,1,0,0);(1);(3);()
994;3;0.0950667;(25);(9);(1);(7);(7);(8);(15);(10);(1,1,3,1,3,1,1,1,1,0);(3);(3,0,3);()
994;4;0.0499043;(25);(9);(1);(8);(7);(8);(14);(11);(1,1,1,3,1,3,1,1,1,1,0);(2);(3,0);()
994;5;0.042583;(25);(9);(1);(7);(8);(8);(14);(11);(1,1,3,1,3,1,1,1,1,0,0);(2);(3,0);()
994;6;0.0293873;(25);(9);(1);(7);(7);(9);(14);(10);(1,1,3,1,3,1,1,1,1,0);(3);(1,3,0);()
994;7;0.0276711;(25);(9);(1);(7);(7);(8);(13);(10);(1,1,3,1,3,1,1,1,1,0);(1);(3);()
994;8;0.0226527;(25);(9);(1);(7);(9);(8);(13);(12);(1,1,3,1,3,1,1,1,1,0,0,1);(1);(3);()
994;9;0.0180527;(25);(9);(1);(8);(7);(8);(15);(11);(1,1,1,3,1,3,1,1,1,1,0);(3);(3,0,3);()
994;10;0.0170958;(25);(9);(1);(7);(8);(9);(13);(11);(1,1,3,1,3,1,1,1,1,0,0);(2);(1,3);()
990;1;0.32877;(49);(4);(2);(13);(12);(13);(8);(4);(1,1,3,3);(9);(2,3,0,3,1,0,0,0,3);()
990;2;0.0785813;(49);(4);(2);(13);(13);(13);(8);(5);(1,1,3,3,1);(9);(2,3,0,3,1,0,0,0,3);()
990;3;0.073965;(49);(4);(0);(13);(12);(13);(5);(5);(1,1,3,3,1);(9);(2,3,0,3,1,0,0,0,3);()
990;4;0.0616782;(49);(4);(2);(13);(12);(13);(9);(4);(1,1,3,3);(10);(2,3,0,3,1,0,0,0,3,2);()
990;5;0.0562381;(49);(4);(0);(13);(11);(13);(6);(5);(1,1,3,3,1);(9);(2,3,0,3,1,0,0,0,3);()
990;6;0.0539667;(49);(4);(0);(13);(10);(13);(7);(5);(1,1,3,3,1);(9);(2,3,0,3,1,0,0,0,3);()
990;7;0.03801;(49);(4);(2);(13);(17);(13);(4);(5);(1,1,3,3,1);(9);(2,3,0,3,1,0,0,0,3);()
990;8;0.0203448;(49);(4);(1);(13);(12);(13);(8);(4);(1,1,3,3);(9);(2,3,0,3,1,0,0,0,3);()
990;9;0.0156802;(49);(4);(2);(13);(12);(14);(8);(4);(1,1,3,3);(10);(2,2,3,0,3,1,0,0,0,3);()
990;10;0.0138157;(49);(4);(2);(13);(7);(13);(13);(11);(1,1,3,3,1,2,2,2,3,0,0);(2);(2,3);()
989;1;0.478245;(26);(14);(0);(13);(6);(4);(7);(3);(0,3,3);(5);(1,3,2,3,3);()
989;2;0.0837175;(26);(14);(0);(14);(6);(4);(7);(4);(2,0,3,3);(5);(1,3,2,3,3);()
989;3;0.0768112;(26);(14);(0);(13);(7);(4);(7);(4);(0,3,3,2);(5);(1,3,2,3,3);()
989;4;0.0754213;(26);(14);(0);(13);(6);(5);(7);(3);(0,3,3);(6);(1,1,3,2,3,3);()
989;5;0.0477115;(26);(14);(0);(13);(6);(4);(8);(3);(0,3,3);(6);(1,3,2,3,3,2);()
989;6;0.0370828;(26);(14);(0);(13);(6);(6);(7);(3);(0,3,3);(7);(3,1,1,3,2,3,3);()
989;7;0.0247121;(26);(14);(0);(13);(8);(4);(7);(5);(0,3,3,2,0);(5);(1,3,2,3,3);()
989;8;0.0234691;(26);(14);(0);(13);(6);(4);(9);(3);(0,3,3);(7);(1,3,2,3,3,2,2);()
989;9;0.0149944;(26);(14);(0);(13);(6);(7);(7);(3);(0,3,3);(8);(1,3,1,1,3,2,3,3);()
989;10;0.0132026;(26);(14);(0);(14);(6);(5);(7);(4);(2,0,3,3);(6);(1,1,3,2,3,3);()
993;1;0.557418;(5);(14);(1);(12);(5);(7);(10);(5);(3,3,1,1,1);(10);(3,1,1,1,3,2,0,2,3,1);()
993;2;0.0754868;(5);(14);(1);(13);(5);(7);(10);(6);(1,3,3,1,1,1);(10);(3,1,1,1,3,2,0,2,3,1);()
993;3;0.0752081;(5);(14);(1);(12);(5);(7);(11);(5);(3,3,1,1,1);(11);(3,1,1,1,3,2,0,2,3,1,2);()
993;4;0.0577702;(5);(14);(1);(12);(5);(8);(10);(5);(3,3,1,1,1);(11);(1,3,1,1,1,3,2,0,2,3,1);()
993;5;0.0531099;(5);(14);(1);(12);(6);(7);(10);(6);(3,3,1,1,1,2);(10);(3,1,1,1,3,2,0,2,3,1);()
993;6;0.0281605;(5);(14);(1);(14);(5);(7);(10);(7);(3,1,3,3,1,1,1);(10);(3,1,1,1,3,2,0,2,3,1);()
993;7;0.0184959;(5);(14);(1);(12);(6);(7);(11);(6);(3,3,1,1,1,2);(11);(3,1,1,1,3,2,0,2,3,1,2);()
993;8;0.0145461;(5);(14);(1);(12);(7);(7);(10);(7);(3,3,1,1,1,2,2);(10);(3,1,1,1,3,2,0,2,3,1);()
993;9;0.0107273;(5);(14);(1);(12);(5);(7);(12);(5);(3,3,1,1,1);(12);(3,1,1,1,3,2,0,2,3,1,2,1);()
993;10;0.0101848;(5);(14);(1);(13);(5);(7);(11);(6);(1,3,3,1,1,1);(11);(3,1,1,1,3,2,0,2,3,1,2);()
987;1;0.517111;(61);(2);(0);(10);(13);(4);(4);(11);(0,2,0,3,2,3,1,1,1,2,3);(6);(1,0,3,3,1,1);()
987;2;0.164036;(61);(2);(0);(10);(13);(4);(5);(11);(0,2,0,3,2,3,1,1,1,2,3);(7);(1,0,3,3,1,1,1);()
987;3;0.0358084;(61);(2);(0);(11);(13);(4);(4);(12);(2,0,2,0,3,2,3,1,1,1,2,3);(6);(1,0,3,3,1,1);()
987;4;0.0247754;(61);(2);(0);(10);(13);(5);(4);(11);(0,2,0,3,2,3,1,1,1,2,3);(7);(1,1,0,3,3,1,1);()
987;5;0.0187968;(61);(2);(0);(10);(11);(4);(8);(9);(0,2,0,3,2,3,1,1,1);(10);(1,0,3,3,1,1,1,2,2,3);()
987;6;0.0139632;(61);(2);(0);(10);(13);(4);(6);(11);(0,2,0,3,2,3,1,1,1,2,3);(8);(1,0,3,3,1,1,1,2);()
987;7;0.0122379;(61);(2);(2);(10);(3);(4);(20);(13);(0,2,0,3,2,3,1,1,1,2,3,2,2);(6);(1,0,3,3,1,1);()
987;8;0.0115517;(61);(2);(2);(10);(19);(4);(4);(4);(0,2,0,3);(15);(1,0,3,3,1,1,1,2,2,3,2,1,1,1,3);()
987;9;0.011359;(61);(2);(0);(11);(13);(4);(5);(12);(2,0,2,0,3,2,3,1,1,1,2,3);(7);(1,0,3,3,1,1,1);()
987;10;0.00971646;(61);(2);(0);(10);(13);(6);(4);(11);(0,2,0,3,2,3,1,1,1,2,3);(8);(3,1,1,0,3,3,1,1);()
988;1;0.214374;(29);(0);(0);(8);(8);(7);(9);(5);(0,2,3,3,1);(6);(3,2,0,2,2,1);()
988;2;0.092585;(29);(0);(0);(9);(8);(7);(9);(6);(0,0,2,3,3,1);(6);(3,2,0,2,2,1);()
988;3;0.0521305;(29);(0);(1);(8);(10);(7);(9);(6);(0,2,3,3,1,1);(3);(3,2,0);()
988;4;0.047207;(29);(0);(0);(8);(8);(8);(9);(5);(0,2,3,3,1);(7);(0,3,2,0,2,2,1);()
988;5;0.0434234;(29);(0);(2);(8);(11);(7);(9);(7);(0,2,3,3,1,1,0);(3);(3,2,0);()
988;6;0.0293495;(29);(0);(2);(8);(12);(7);(9);(8);(0,2,3,3,1,1,0,2);(3);(3,2,0);()
988;7;0.0263613;(29);(0);(1);(9);(10);(7);(9);(7);(0,0,2,3,3,1,1);(3);(3,2,0);()
988;8;0.0212451;(29);(0);(0);(10);(8);(7);(9);(7);(3,0,0,2,3,3,1);(6);(3,2,0,2,2,1);()
988;9;0.020388;(29);(0);(0);(9);(8);(8);(9);(6);(0,0,2,3,3,1);(7);(0,3,2,0,2,2,1);()
988;10;0.017182;(29);(0);(1);(8);(10);(8);(9);(6);(0,2,3,3,1,1);(4);(0,3,2,0);()
984;1;0.0781593;(49);(11);(0);(5);(9);(6);(8);(0);();(4);(1,1,0,0);()
984;2;0.0606097;(49);(11);(0);(5);(9);(5);(8);(0);();(3);(1,0,0);()
984;3;0.0490378;(49);(11);(2);(5);(16);(6);(5);(0);();(4);(1,1,0,0);()
984;4;0.038027;(49);(11);(2);(5);(16);(5);(5);(0);();(3);(1,0,0);()
984;5;0.0231057;(49);(11);(2);(6);(15);(6);(5);(0);();(4);(1,1,0,0);()
984;6;0.019584;(49);(11);(2);(5);(14);(6);(7);(1);(0);(3);(1,1,0);()
984;7;0.0179176;(49);(11);(2);(6);(15);(5);(5);(0);();(3);(1,0,0);()
984;8;0.0163682;(49);(11);(2);(5);(14);(5);(7);(1);(0);(2);(1,0);()
984;9;0.012837;(49);(11);(0);(6);(9);(6);(8);(1);(2);(4);(1,1,0,0);()
984;10;0.00998914;(49);(11);(2);(5);(15);(6);(7);(2);(0,2);(3);(1,1,0);()
979;1;0.14805;(34);(14);(0);(8);(9);(11);(6);(0);();(0);();()
979;2;0.0890898;(34);(14);(0);(8);(9);(11);(7);(0);();(1);(2);()
979;3;0.0601629;(34);(14);(0);(9);(9);(11);(6);(1);(3);(0);();()
979;4;0.0362034;(34);(14);(0);(9);(9);(11);(7);(1);(3);(1);(2);()
979;5;0.032488;(34);(14);(0);(8);(9);(11);(8);(0);();(2);(2,2);()
979;6;0.0278358;(34);(14);(0);(10);(9);(11);(6);(2);(3,3);(0);();()
979;7;0.0233466;(34);(14);(0);(8);(11);(11);(5);(1);(0);(0);();()
979;8;0.0208382;(34);(14);(0);(9);(11);(11);(5);(2);(3,0);(0);();()
979;9;0.0167503;(34);(14);(0);(10);(9);(11);(7);(2);(3,3);(1);(2);()
979;10;0.0166838;(34);(14);(2);(8);(16);(11);(4);(0);();(1);(2);()
982;1;0.146186;(13);(13);(1);(3);(8);(8);(5);(1);(3);(16);(0,3,3,0,2,2,2,0,1,3,2,3,0,2,2,2);()
982;2;0.0996367;(13);(13);(1);(3);(8);(8);(6);(1);(3);(17);(0,3,3,0,2,2,2,0,1,3,2,3,0,2,2,2,2);()
982;3;0.0984703;(13);(13);(1);(3);(9);(8);(5);(2);(3,1);(16);(0,3,3,0,2,2,2,0,1,3,2,3,0,2,2,2);()
982;4;0.0665752;(13);(13);(1);(5);(8);(8);(5);(3);(1,2,3);(16);(0,3,3,0,2,2,2,0,1,3,2,3,0,2,2,2);()
982;5;0.0543938;(13);(13);(1);(3);(9);(8);(4);(2);(3,1);(15);(0,3,3,0,2,2,2,0,1,3,2,3,0,2,2);()
982;6;0.0453761;(13);(13);(1);(5);(8);(8);(6);(3);(1,2,3);(17);(0,3,3,0,2,2,2,0,1,3,2,3,0,2,2,2,2);()
982;7;0.0402505;(13);(13);(1);(3);(9);(8);(6);(2);(3,1);(17);(0,3,3,0,2,2,2,0,1,3,2,3,0,2,2,2,2);()
982;8;0.0300576;(13);(13);(1);(6);(8);(8);(5);(4);(2,1,2,3);(16);(0,3,3,0,2,2,2,0,1,3,2,3,0,2,2,2);()
982;9;0.0267691;(13);(13);(1);(4);(8);(8);(5);(2);(2,3);(16);(0,3,3,0,2,2,2,0,1,3,2,3,0,2,2,2);()
982;10;0.0261597;(13);(13);(1);(3);(8);(9);(5);(1);(3);(17);(3,0,3,3,0,2,2,2,0,1,3,2,3,0,2,2,2);()
980;1;0.514804;(15);(9);(1);(10);(10);(6);(2);(1);(2);(5);(0,2,2,1,2);()
980;2;0.17549;(15);(9);(1);(11);(10);(6);(2);(2);(2,2);(5);(0,2,2,1,2);()
980;3;0.0471928;(15);(9);(1);(10);(11);(6);(2);(2);(2,0);(5);(0,2,2,1,2);()
980;4;0.0451714;(15);(9);(1);(10);(11);(6);(3);(2);(2,0);(6);(0,2,2,1,2,1);()
980;5;0.0310515;(15);(9);(1);(10);(10);(6);(3);(1);(2);(6);(0,2,2,1,2,1);()
980;6;0.0252821;(15);(9);(1);(10);(10);(7);(2);(1);(2);(6);(1,0,2,2,1,2);()
980;7;0.0186565;(15);(9);(1);(12);(10);(6);(2);(3);(0,2,2);(5);(0,2,2,1,2);()
980;8;0.0106649;(15);(9);(1);(10);(13);(6);(2);(4);(2,0,2,1);(5);(0,2,2,1,2);()
980;9;0.010585;(15);(9);(1);(11);(10);(6);(3);(2);(2,2);(6);(0,2,2,1,2,1);()
980;10;0.00956028;(15);(9);(1);(10);(10);(8);(2);(1);(2);(7);(0,1,0,2,2,1,2);()
981;1;0.445522;(54);(4);(2);(11);(13);(8);(4);(4);(2,1,3,1);(9);(2,2,0,0,2,3,3,2,2);()
981;2;0.0961094;(54);(4);(2);(11);(13);(9);(4);(4);(2,1,3,1);(10);(0,2,2,0,0,2,3,3,2,2);()
981;3;0.0877229;(54);(4);(2);(11);(13);(8);(5);(4);(2,1,3,1);(10);(2,2,0,0,2,3,3,2,2,2);()
981;4;0.0384295;(54);(4);(2);(11);(14);(8);(4);(5);(2,1,3,1,2);(9);(2,2,0,0,2,3,3,2,2);()
981;5;0.0255175;(54);(4);(2);(11);(13);(8);(7);(4);(2,1,3,1);(12);(2,2,0,0,2,3,3,2,2,2,2,2);()
981;6;0.0242315;(54);(4);(2);(11);(15);(8);(4);(6);(2,1,3,1,2,2);(9);(2,2,0,0,2,3,3,2,2);()
981;7;0.0241079;(54);(4);(0);(11);(9);(8);(5);(7);(2,1,3,1,2,2,2);(7);(2,2,0,0,2,3,3);()
981;8;0.0229378;(54);(4);(2);(11);(13);(8);(6);(4);(2,1,3,1);(11);(2,2,0,0,2,3,3,2,2,2,2);()
981;9;0.0172254;(54);(4);(2);(11);(13);(9);(5);(4);(2,1,3,1);(11);(0,2,2,0,0,2,3,3,2,2,2);()
981;10;0.0157883;(54);(4);(2);(12);(13);(8);(4);(5);(1,2,1,3,1);(9);(2,2,0,0,2,3,3,2,2);()
991;1;0.311686;(1);(10);(0);(8);(7);(3);(6);(5);(2,3,3,3,1);(4);(3,3,1,1);()
991;2;0.134429;(1);(10);(0);(9);(7);(3);(6);(6);(2,2,3,3,3,1);(4);(3,3,1,1);()
991;3;0.0973213;(1);(10);(0);(10);(7);(3);(6);(7);(3,2,2,3,3,3,1);(4);(3,3,1,1);()
991;4;0.0799081;(1);(10);(0);(8);(7);(3);(7);(5);(2,3,3,3,1);(5);(3,3,1,1,2);()
991;5;0.0350013;(1);(10);(0);(8);(7);(4);(6);(5);(2,3,3,3,1);(5);(3,3,3,1,1);()
991;6;0.0344641;(1);(10);(0);(9);(7);(3);(7);(6);(2,2,3,3,3,1);(5);(3,3,1,1,2);()
991;7;0.0305912;(1);(10);(0);(8);(8);(3);(6);(6);(2,3,3,3,1,0);(4);(3,3,1,1);()
991;8;0.0249506;(1);(10);(0);(10);(7);(3);(7);(7);(3,2,2,3,3,3,1);(5);(3,3,1,1,2);()
991;9;0.0193155;(1);(10);(0);(8);(8);(3);(7);(6);(2,3,3,3,1,0);(5);(3,3,1,1,2);()
991;10;0.0171095;(1);(10);(0);(11);(7);(3);(6);(8);(2,3,2,2,3,3,3,1);(4);(3,3,1,1);()
985;1;0.270333;(26);(7);(0);(5);(9);(12);(5);(3);(2,0,0);(13);(1,0,2,0,1,0,3,0,2,3,1,1,3);()
985;2;0.0984192;(26);(7);(0);(5);(9);(12);(6);(3);(2,0,0);(14);(1,0,2,0,1,0,3,0,2,3,1,1,3,2);()
985;3;0.0498024;(26);(7);(0);(5);(7);(12);(9);(16);(2,0,0,0,2,2,2,2,2,3,1,1,3,2,0,3);(2);(1,0);()
985;4;0.0412942;(26);(7);(0);(7);(9);(12);(5);(5);(0,2,2,0,0);(13);(1,0,2,0,1,0,3,0,2,3,1,1,3);()
985;5;0.039664;(26);(7);(0);(5);(9);(12);(7);(3);(2,0,0);(15);(1,0,2,0,1,0,3,0,2,3,1,1,3,2,2);()
985;6;0.0265049;(26);(7);(0);(5);(8);(12);(9);(17);(2,0,0,0,2,2,2,2,2,3,1,1,3,2,0,3,0);(2);(1,0);()
985;7;0.0247528;(26);(7);(0);(5);(9);(13);(5);(3);(2,0,0);(14);(0,1,0,2,0,1,0,3,0,2,3,1,1,3);()
985;8;0.0235725;(26);(7);(0);(5);(11);(12);(5);(4);(2,0,0,0);(14);(1,0,2,0,1,0,3,0,2,3,1,1,3,2);()
985;9;0.0231962;(26);(7);(0);(5);(11);(12);(5);(5);(2,0,0,0,2);(13);(1,0,2,0,1,0,3,0,2,3,1,1,3);()
985;10;0.0165067;(26);(7);(1);(5);(13);(12);(7);(4);(2,0,0,0);(14);(1,0,2,0,1,0,3,0,2,3,1,1,3,2);()
974;1;0.120757;(85);(3);(0);(8);(15);(12);(4);(2);(0,3);(9);(1,1,0,1,3,3,3,1,1);()
974;2;0.0898059;(85);(3);(0);(8);(16);(12);(4);(3);(0,3,1);(9);(1,1,0,1,3,3,3,1,1);()
974;3;0.0660152;(85);(3);(0);(8);(15);(12);(5);(2);(0,3);(10);(1,1,0,1,3,3,3,1,1,1);()
974;4;0.0427558;(85);(3);(2);(8);(19);(12);(5);(9);(0,3,1,1,1,3,3,3,1);(3);(1,1,0);()
974;5;0.0412554;(85);(3);(0);(9);(15);(12);(4);(3);(3,0,3);(9);(1,1,0,1,3,3,3,1,1);()
974;6;0.0371359;(85);(3);(2);(8);(19);(12);(5);(5);(0,3,1,1,1);(7);(1,1,0,1,3,3,3);()
974;7;0.0368376;(85);(3);(2);(8);(15);(12);(9);(5);(0,3,1,1,1);(7);(1,1,0,1,3,3,3);()
974;8;0.0341642;(85);(3);(0);(9);(16);(12);(4);(4);(3,0,3,1);(9);(1,1,0,1,3,3,3,1,1);()
974;9;0.0281713;(85);(3);(2);(8);(18);(12);(6);(8);(0,3,1,1,1,3,3,3);(4);(1,1,0,1);()
974;10;0.0276539;(85);(3);(0);(8);(14);(12);(6);(1);(0);(11);(1,1,0,1,3,3,3,1,1,1,3);()
972;1;0.330872;(61);(5);(0);(7);(5);(18);(11);(3);(0,3,3);(2);(0,2);()
972;2;0.192965;(61);(5);(2);(7);(5);(18);(15);(3);(0,3,3);(2);(0,2);()
972;3;0.110428;(61);(5);(0);(8);(5);(18);(11);(4);(0,0,3,3);(2);(0,2);()
972;4;0.0646324;(61);(5);(0);(7);(6);(18);(11);(4);(0,3,3,2);(2);(0,2);()
972;5;0.0644017;(61);(5);(2);(8);(5);(18);(15);(4);(0,0,3,3);(2);(0,2);()
972;6;0.0440392;(61);(5);(2);(7);(6);(18);(15);(4);(0,3,3,2);(2);(0,2);()
972;7;0.0197279;(61);(5);(2);(7);(14);(18);(7);(3);(0,3,3);(3);(0,2,1);()
972;8;0.0162005;(61);(5);(1);(7);(5);(18);(15);(3);(0,3,3);(2);(0,2);()
972;9;0.0114686;(61);(5);(0);(9);(5);(18);(11);(5);(2,0,0,3,3);(2);(0,2);()
972;10;0.0111508;(61);(5);(0);(8);(6);(18);(11);(5);(0,0,3,3,2);(2);(0,2);()
983;1;0.459484;(47);(2);(0);(3);(11);(4);(4);(11);(0,3,0,0,1,2,1,1,1,2,3);(4);(0,2,3,3);()
983;2;0.10016;(47);(2);(0);(3);(11);(4);(5);(11);(0,3,0,0,1,2,1,1,1,2,3);(5);(0,2,3,3,1);()
983;3;0.0607221;(47);(2);(0);(4);(11);(4);(4);(12);(3,0,3,0,0,1,2,1,1,1,2,3);(4);(0,2,3,3);()
983;4;0.0456311;(47);(2);(0);(3);(10);(4);(6);(11);(0,3,0,0,1,2,1,1,1,2,3);(5);(0,2,3,3,1);()
983;5;0.0262564;(47);(2);(0);(5);(11);(4);(4);(13);(0,3,0,3,0,0,1,2,1,1,1,2,3);(4);(0,2,3,3);()
983;6;0.0228723;(47);(2);(2);(3);(17);(4);(3);(12);(0,3,0,0,1,2,1,1,1,2,3,2);(4);(0,2,3,3);()
983;7;0.0216803;(47);(2);(0);(3);(12);(4);(4);(12);(0,3,0,0,1,2,1,1,1,2,3,2);(4);(0,2,3,3);()
983;8;0.0205171;(47);(2);(0);(3);(11);(5);(4);(11);(0,3,0,0,1,2,1,1,1,2,3);(5);(1,0,2,3,3);()
983;9;0.0132364;(47);(2);(0);(4);(11);(4);(5);(12);(3,0,3,0,0,1,2,1,1,1,2,3);(5);(0,2,3,3,1);()
983;10;0.0128457;(47);(2);(2);(3);(13);(4);(8);(11);(0,3,0,0,1,2,1,1,1,2,3);(6);(0,2,3,3,1,2);()
977;1;0.443088;(70);(4);(0);(5);(5);(10);(9);(2);(0,1);(5);(2,1,0,3,3);()
977;2;0.114716;(70);(4);(0);(5);(5);(11);(9);(2);(0,1);(6);(3,2,1,0,3,3);()
977;3;0.09727;(70);(4);(0);(5);(6);(10);(9);(3);(0,1,2);(5);(2,1,0,3,3);()
977;4;0.0893079;(70);(4);(0);(6);(5);(10);(9);(3);(2,0,1);(5);(2,1,0,3,3);()
977;5;0.0276449;(70);(4);(0);(7);(5);(10);(9);(4);(0,2,0,1);(5);(2,1,0,3,3);()
977;6;0.0251832;(70);(4);(0);(5);(6);(11);(9);(3);(0,1,2);(6);(3,2,1,0,3,3);()
977;7;0.0231218;(70);(4);(0);(6);(5);(11);(9);(3);(2,0,1);(6);(3,2,1,0,3,3);()
977;8;0.0218771;(70);(4);(0);(5);(5);(10);(10);(2);(0,1);(6);(2,1,0,3,3,2);()
977;9;0.0218312;(70);(4);(0);(6);(6);(10);(9);(4);(2,0,1,2);(5);(2,1,0,3,3);()
